id;NAME;REGION;PHONE;EMAIL;ADDRESS;OKATO;CODE;autokey
35;Прокуратура Крутихинского района Алтайского края;Алтайский край;8 (38589) 22376;krutiha@22.mailop.ru;658750, Алтайский край, Крутихинский р-н, с.Крутиха, пер. Школьный, 2;1;382740281;FED_GENPROK_ORGANIZATION_35
1141;Талдомская городская прокуратура Московской области;Московская область;8 (496) 206-06-55;tal@50.mailop.ru;141900, Московская область, г. Талдом, ул. Красноармейская, д. 2;46;382217315;FED_GENPROK_ORGANIZATION_1141
95;Прокуратура Мазановского района Амурской области;Амурская область;8 (41644) 21-6-80;mzn@28.mailop.ru;676530, Амурская область, с. Новокиевский Увал, ул. Советская, д. 39;10;382866502;FED_GENPROK_ORGANIZATION_95
1220;Прокуратура Сокольского района Нижегородской области;Нижегородская область;8 (83137) 2-13-31;61@52.mailop.ru;606670, Нижегородская область, р.п. Сокольское, ул.Калинина, д. 3а;22;386738605;FED_GENPROK_ORGANIZATION_1220
1250;Прокуратура Пестовского района Новгородской области;Новгородская область;8 816 695 21 50;prok.pest@53.mailop.ru;174510, Новгородская область, г. Пестово, ул. Красных Зорь, д.59;49;344870213;FED_GENPROK_ORGANIZATION_1250
1195;Прокуратура Володарского района Нижегородской области;Нижегородская область;8 (8313) 25-50-09;48@52.mailop.ru;606000, Нижегородская область, г. Дзержинск, пр. Дзержинского, д. 4;22;386673821;FED_GENPROK_ORGANIZATION_1195
1299;Прокуратура Сузунского района Новосибирской области;Новосибирская область;8 (38346) 22-397;suzunpro@54.mailop.ru;633623, Новосибирская область, р.п. Сузун, ул. Ленина, 60;50;384023247;FED_GENPROK_ORGANIZATION_1299
253;Прокуратура Алексеевского района Волгоградской области;Волгоградская область;8(84446) 3-15-66;alekseevsk@34.mailop.ru;403241, Волгоградская область,  Алексеевская ст-ца., Октябрьская, 32А;18;385699744;FED_GENPROK_ORGANIZATION_253
540;Прокуратура Юрьевецкого района Ивановской области;Ивановская область;8 (49337)2-36-92;ivprok26@37.mailop.ru;155450, Ивановская область, г. Юрьевец, ул. Интернациональная, д. 19;24;386298321;FED_GENPROK_ORGANIZATION_540
1166;Прокуратура Первомайского административного округа г. Мурманска Мурманской области;Мурманская область;8 (815-2) 52-00-11;PER@51.mailop.ru;183055, Мурманская область, г. Мурманск, пр. Кольский д. 168;47;383721306;FED_GENPROK_ORGANIZATION_1166
1262;Куйбышевская межрайонная прокуратура Новосибирской области;Новосибирская область;8 (38362) 64-025;kujbypro@54.mailop.ru;632385, Новосибирская область, г. Куйбышев, кв-л 6, д. 14;50;383913828;FED_GENPROK_ORGANIZATION_1262
1219;Прокуратура Советского района г. Нижнего Новгорода Нижегородской области;Нижегородская область;8 (831) 461-44-86;57@52.mailop.ru;603122, Нижегородская область, г.Н.Новгород, ул. Ванеева, д. 205;22;386738455;FED_GENPROK_ORGANIZATION_1219
1073;Прокуратура Октябрьского района г. Липецка Липецкой области;Липецкая область;8 (4742) 23-57-67;okt@48.mailop.ru;398000, Липецкая область, г. Липецк, ул. Фрунзе, 4.;42;383694241;FED_GENPROK_ORGANIZATION_1073
401;Перовская межрайонная прокуратура города Москвы;Город Москва столица Российской Федерации город федерального значения;8 495 672 05 13;per@77.mailop.ru;111401, г. Москва, ул. Металлургов, д. 23а;45;344933244;FED_GENPROK_ORGANIZATION_401
68;Прокуратура Усть-Пристанского района Алтайского края;Алтайский край;8 (38554) 22276;ustpristan@22.mailop.ru;659580, Алтайский край, Усть-Пристанский р-н, с.Усть-Чарышская Пристань, ул. 1 Мая, 16;1;382812837;FED_GENPROK_ORGANIZATION_68
198;Прокуратура г. Дятьково Брянской области;Брянская область;8(48333)3-28-22;diat@32.mailop.ru;242600, Брянская область, г. Дятьково, ул. Садовая, 6-Б;15;383047694;FED_GENPROK_ORGANIZATION_198
126;Прокуратура г. Северодвинска Архангельской области;Архангельская область;8 (818-4) 50-03-50;severodvinsk@29.mailop.ru;"164520, г. Северодвинск, ул. Торцева, д. 16 ""А""";11;382902000;FED_GENPROK_ORGANIZATION_126
1174;Выксунская городская прокуратура Нижегородской области;Нижегородская область;8 (83177) 3-21-57;16@52.mailop.ru;607060, Нижегородская область, г. Выкса, Красная площадь, д. 6;22;386657577;FED_GENPROK_ORGANIZATION_1174
1431;Пензенская прокуратура по надзору за соблюдением законов в исправительных учреждениях;Пензенская область;8 (8412) 45-39-58;PENZSZIU@58.mailop.ru;440068, Пензенская область, г. Пенза, ул. Терешковой, дом 1А;56;384255325;FED_GENPROK_ORGANIZATION_1431
104;Свободненская городская прокуратура Амурской области;Амурская область;8 (41-643) 5-92-46;svb@28.mailop.ru;676456, Амурская область, г. Свободный, ул. Почтамтская, д. 95;10;382868183;FED_GENPROK_ORGANIZATION_104
40;Прокуратура Локтевского района Алтайского края;Алтайский край;8 (38586) 31164;lokot@22.mailop.ru;658422, Алтайский край, г.Горняк, ул. Некрасова, 29;1;382748445;FED_GENPROK_ORGANIZATION_40
136;Прокуратура Плесецкого района Архангельской области;Архангельская область;8 (818-32) 7-10-84;plesetsky@29.mailop.ru;164260, пос. Плесецк, ул. Ленина, д. 22;11;382906870;FED_GENPROK_ORGANIZATION_136
1151;Мурманская прокуратура по надзору за соблюдением законов в исправительных учреждениях;Мурманская область;8 (815-53) 3-57-65;IU@51.mailop.ru;184381, Мурманская область, г. Кола, пер. Островского, д.8;47;383707589;FED_GENPROK_ORGANIZATION_1151
342;Прокуратура Воробьевского района Воронежской области;Воронежская область;8(47356)3-10-39;prokuratura-vorobievka@36.mailop.ru;397570, с. Воробьевка, ул. Гоголя, д. 10;20;386091091;FED_GENPROK_ORGANIZATION_342
87;Прокуратура г. Благовещенска Амурской области;Амурская область;8 (4162) 23-26-00;blg@28.mailop.ru;675002, Амурская область, г. Благовещенск, ул. Ленина, д. 45/1;10;382828163;FED_GENPROK_ORGANIZATION_87
1035;Гатчинская городская прокуратура Ленинградской области;Ленинградская область;8 (813-71)5-75-13;plo-gatchina@prok47.ru;188300, Ленинградская область, г. Гатчина, ул. Горького, д. 7;41;383604791;FED_GENPROK_ORGANIZATION_1035
129;Прокуратура Коношского района Архангельской области;Архангельская область;8 (818-58) 2-14-48;konoshsky@29.mailop.ru;164010, пос. Коноша, ул. Советская, д. 15;11;382903768;FED_GENPROK_ORGANIZATION_129
133;Прокуратура Мезенского района Архангельской области;Архангельская область;8 (818-48) 9-11-38;mezensky@29.mailop.ru;164750, г. Мезень, ул. Набережная им. В.И. Ленина, д. 25;11;382906297;FED_GENPROK_ORGANIZATION_133
60;Прокуратура Тальменского района Алтайского края;Алтайский край;8 (38591) 22370;talmenka@22.mailop.ru;658030, Алтайский край, Тальменский р-н, р.п.Тальменка, ул. Партизанская, 70;1;382809141;FED_GENPROK_ORGANIZATION_60
250;Волгоградская транспортная прокуратура Южной транспортной прокуратуры;Южная транспортная прокуратура;8 (8442) 39-37-73;volgograd_prok@donpac.ru;400087, Волгоградская область, г. Волгоград, ул. Пархоменко, 19;18;385482726;FED_GENPROK_ORGANIZATION_250
484;Прокуратура Александрово-Заводского района Забайкальского края;Забайкальский край;8 (30240) 21-18-1;AL-Z@75.mailop.ru;674640, Забайкальский край,  с. Александровский Завод, Чернышевского, 34А;76;383225093;FED_GENPROK_ORGANIZATION_484
42;Прокуратура Михайловского района Алтайского края;Алтайский край;8 (38570) 22180;mihailovka@22.mailop.ru;658960, Алтайский край, Михайловский р-н, с.Михайловское, пр. Октябрьский, 9;1;382748669;FED_GENPROK_ORGANIZATION_42
1175;Городецкая городская прокуратура Нижегородской области;Нижегородская область;8 (83161) 9-20-20;18@52.mailop.ru;606502, Нижегородская область, г. Городец, пл. Пролетарская, д. 33;22;386662474;FED_GENPROK_ORGANIZATION_1175
1341;Прокуратура Седельниковского района Омской области;Омская область;8 (381-64) 2-13-37;r_sed@prokuratura.omsk.ru;Омская область, с. Седельниково, ул. Кропотова, д. 3;52;384220569;FED_GENPROK_ORGANIZATION_1341
516;Ивановская межрайонная природоохранная прокуратура Волжской межрегиональной природоохранной прокуратуры;Волжская межрегиональная природоохранная прокуратура;8 (493-2) 93-82-31;ivprir@mail.ru;153012, Ивановская область, г. Иваново, ул. Советская, д. 49;24;382512009;FED_GENPROK_ORGANIZATION_516
647;Калужская прокуратура по надзору за соблюдением законов в исправительных учреждениях;Калужская область;8 (484-2) 22-09-49;iuprok@40.mailop.ru;248019, г. Калуга, ул.Рылеева, 60;29;386418673;FED_GENPROK_ORGANIZATION_647
949;Прокуратура Пировского района Красноярского края;Красноярский край;8 (39166) 3-33-09;krpro144@24.mailop.ru;663120, с. Пировское, ул. Ленина, д. 25;4;386570314;FED_GENPROK_ORGANIZATION_949
2406;Прокуратура Починковского района Смоленской области;Смоленская область;8 (48149) 4-13-02;pochinok@67.mailop.ru;216600, Смоленская область, г. Починок, ул. Советская, д. 23;66;387852932;FED_GENPROK_ORGANIZATION_2406
875;Прокуратура Новопокровского района Краснодарского края;Краснодарский край;8 (861) 497-16-51, доп. 0001;novopokr@23.mailop.ru;353020, Краснодарский край, ст. Новопокровская, ул. Ленина, 85;3;383469365;FED_GENPROK_ORGANIZATION_875
678;Прокуратура Быстринского района Камчатского края;Камчатский край;8(415-42) 2-11-14;esso@41.mailop.ru;684350, Камчатский край, Быстринский район, с. Эссо, ул. Терешковой, д. 12;30;383331117;FED_GENPROK_ORGANIZATION_678
2214;Прокуратура Клявлинского района Самарской области;Самарская область;8-846-53-2-18-51;prok_klyavlinskiy.rn@63.mailop.ru;446940, Самарская область, ст. Клявлино, ул. Советская, 40;36;384798716;FED_GENPROK_ORGANIZATION_2214
796;Прокуратура Сунского района Кировской области;Кировская область;8 (83369) 3-36-46;sun-kirov@43.mailop.ru;612450, Кировская область, п. Суна, ул. Большевиков, 4;33;383388727;FED_GENPROK_ORGANIZATION_796
1548;Прокуратура Надеждинского района Приморского края;Приморский край;8 (42334) 2-01-72;nadezh@25.mailop.ru;"692481,Приморский край, с.Вольно-Надеждинское, ул.Р. Дрегиса, 11""б""";5;387094095;FED_GENPROK_ORGANIZATION_1548
582;Прокуратура Кировского района г. Иркутска Иркутской области;Иркутская область;8 (395-2) 25-30-07;KIRIRK@38.mailop.ru;664011 Иркутская область, г. Иркутск, ул. Володарского, д. 5;25;383317348;FED_GENPROK_ORGANIZATION_582
858;Прокуратура Гулькевичского района Краснодарского края;Краснодарский край;8 (861) 603-31-19 , доп. 0002;gul@23.mailop.ru;352190, Краснодарский край, г. Гулькевичи, ул. Советская, 49;3;383442979;FED_GENPROK_ORGANIZATION_858
2258;Прокуратура Дергачевского района Саратовской области;Саратовская область;8 (84563) 2-90-91;drgc@64.mailop.ru;413440, Саратовская область, р.п. Дергачи, ул. Комсомольская, дом 84;63;387549380;FED_GENPROK_ORGANIZATION_2258
2070;Абаканская прокуратура по надзору за соблюдением законов в исправительных учреждениях Республики Хакасия;Республика Хакасия;8 (390-22) 22-30-08;itu@prokrh.ru;655017, Республика Хакасия, г. Абакан, ул. Ленинского Комсомола, 15;95;384679027;FED_GENPROK_ORGANIZATION_2070
831;Прокуратура Судиславского района Костромской области;Костромская область;8 49433 9-73-92;sud@44.mailop.ru;157860, Костромская область, пос. Судиславль, ул. Советская, д. 28;34;386464555;FED_GENPROK_ORGANIZATION_831
2222;Прокуратура Октябрьского района г. Самары Самарской области;Самарская область;8 (846) 339-74-47;prok_oktyabrskiy.rn.smr@63.mailop.ru;443110, Самарская область, г. Самара, ул. Челюскинцев, 14а;36;384799517;FED_GENPROK_ORGANIZATION_2222
2383;Серовская транспортная прокуратура Уральской транспортной прокуратуры;Уральская транспортная прокуратура;8 (34385) 9-20-15;serov-trans-prok@990.mailop.ru;624981, Свердловская область, г. Серов, ул. Паровозников, д. 12Б;65;385230710;FED_GENPROK_ORGANIZATION_2383
2339;Прокуратура г. Екатеринбурга Свердловской области;Свердловская область;8 (343) 251-97-59;EKA@66.mailop.ru;620026 г. Екатеринбург, ул. Розы Люксембург, 54;65;387708061;FED_GENPROK_ORGANIZATION_2339
2254;Прокуратура г. Балаково Саратовской области;Саратовская область;8 (8453) 23-17-70;blkv@64.mailop.ru;"413857, Саратовская область, г. Балаково, ул. Механизаторов, 6 ""б""";63;387547852;FED_GENPROK_ORGANIZATION_2254
659;Прокуратура Жуковского района Калужской области;Калужская область;8 (484-32) 56-5-91;zhukovprok@40.mailop.ru;249030, Калужская область Жуковский район г. Жуков, ул.Советская, 58;29;386419752;FED_GENPROK_ORGANIZATION_659
2092;Миллеровская межрайонная прокуратура Ростовской области;Ростовская область;8-86385-2-31-01;393@61.mailop.ru;346130, г. Миллерово, ул. Гагарина, 1;60;382323062;FED_GENPROK_ORGANIZATION_2092
150;Прокуратура Икрянинского района Астраханской области;Астраханская область;8 (85144) 2-08-54;ikryanprok@30.mailop.ru;416370, Астраханская область, село Икряное, улица Мира, дом 39;12;382942067;FED_GENPROK_ORGANIZATION_150
473;Борзинская межрайонная прокуратура Забайкальского края;Забайкальский край;8 (30233) 31-54-3;BOR@75.mailop.ru;674600, Забайкальский край, Борзинский район, г. Борзя, ул. Пушкина, д.21;76;383223334;FED_GENPROK_ORGANIZATION_473
1246;Прокуратура Новгородского района Новгородской области;Новгородская область;8 816 266 34 64;prok.nr@53.mailop.ru;173000 Новгородская область, г. Великий Новгород, ул. Славная, д.36;49;344871966;FED_GENPROK_ORGANIZATION_1246
1009;Прокуратура Конышевского района Курской области;Курская область;8 (47156) 2-12-40;KON@46.mailop.ru;307620, Курская область, Конышевский район, п. Конышевка, ул. 50 лет Советской власти, д. 10;38;383567757;FED_GENPROK_ORGANIZATION_1009
1063;Прокуратура Долгоруковского района Липецкой области;Липецкая область;8 (47468) 2-19-69;dol@48.mailop.ru;399510, Липецкая область, с. Долгоруково, ул. Советская, 22.;42;383682148;FED_GENPROK_ORGANIZATION_1063
260;Прокуратура Даниловского района Волгоградской области;Волгоградская область;8 (84461) 5-36-95;danilovsk@34.mailop.ru;403370, Волгоградская область, р.п. Даниловка, ул. Федорцова, д. 15;18;385843247;FED_GENPROK_ORGANIZATION_260
179;Прокуратура Новооскольского района Белгородской области;Белгородская область;8 (47–233) 4-52-95;novosk@31.mailop.ru;309640, Белгородская область, г. Новый Оскол, ул. Ленина, д. 32 А;14;383006409;FED_GENPROK_ORGANIZATION_179
1387;Прокуратура Пономаревского района Оренбургской области;Оренбургская область;8 (35357) 2-12-45;ponomarevka@56.mailop.ru;461780, Оренбургская область, Пономаревский район, с. Пономаревка, ул. Красногвардейская, 26/1;53;386881748;FED_GENPROK_ORGANIZATION_1387
1329;Прокуратура Муромцевского района Омской области;Омская область;8 (381-58) 2-27-02;r_mur@prokuratura.omsk.ru;Омская область, р.п. Муромцево, ул. Ленина, д. 56;52;384216785;FED_GENPROK_ORGANIZATION_1329
1432;Пензенская транспортная прокуратура Приволжской транспортной прокуратуры;Приволжская транспортная прокуратура;8-841-2-94-11-59;pent@490.mailop.ru;440061, Пензенская область, г. Пенза, ул. Ухтомского, д .16а;56;382716817;FED_GENPROK_ORGANIZATION_1432
469;Прокуратура Облученского района Еврейской автономной области;Еврейская автономная область;8 (426-66) 4-42-44;obl@prokuror-eao.ru;679100, Еврейская автономная область,г. Облучье, ул. Тварсковского, д. 31;99;386185093;FED_GENPROK_ORGANIZATION_469
101;Прокуратура Сковородинского района Амурской области;Амурская область;8 (41654) 2-24-28;skv@28.mailop.ru;676014, Амурская область, г. Сковородино, ул. Красноармейская, д. 5;10;382867777;FED_GENPROK_ORGANIZATION_101
476;Даурская транспортная прокуратура Восточно-Сибирской транспортной прокуратуры;Восточно - Сибирская транспортная прокуратура;8 (30251) 22-8-98;vstp11@vstproc.ru;674650, Забайкальский край, пгт. Забайкальск, ул. Железнодорожная, д. 13;76;382537445;FED_GENPROK_ORGANIZATION_476
1409;Прокуратура Верховского района Орловской области;Орловская область;8-486-76-2-38-04;ver@57.mailop.ru;303720, Орловская область, п. Верховье, ул. Пионерская, 18;54;386887251;FED_GENPROK_ORGANIZATION_1409
1056;Липецкая межрайонная природоохранная прокуратура;Липецкая область;8 (4742) 77-23-57;prd@48.mailop.ru;398600, Липецкая область, г. Липецк, ул. Октябрьская, 71.;42;383656750;FED_GENPROK_ORGANIZATION_1056
1117;Одинцовская городская прокуратура Московской области;Московская область;8 (495) 596-05-05;odi@50.mailop.ru;143007, Московская область, г. Одинцово, ул. Молодежная, д. 23;46;382208893;FED_GENPROK_ORGANIZATION_1117
348;Прокуратура Калачеевского района Воронежской области;Воронежская область;8(47363)2-10-72;prokuratura-kalach@36.mailop.ru;397600, г. Калач, ул. Советская, д. 45;20;386099252;FED_GENPROK_ORGANIZATION_348
2353;Прокуратура г. Североуральска Свердловской области;Свердловская область;8 (343-80) 2-58-89;SEV@66.mailop.ru;624481, г. Североуральск, ул. Ленина, 10;65;387710354;FED_GENPROK_ORGANIZATION_2353
690;Адыге-Хабльская межрайонная прокуратура Карачаево-Черкесской Республики;Карачаево-Черкесская Республика;(8-87870) 5- 14-06;ah-prok@rambler.ru;369330, КЧР, а. Адыге-Хабль, ул. Советская, 12 А;91;386427057;FED_GENPROK_ORGANIZATION_690
936;Прокуратура Кежемского района Красноярского края;Красноярский край;8 (39143) 2-22-77;krpro131@24.mailop.ru;663491, г. Кодинск, ул. Гидростроителей, д. 10, пом. 4;4;386558802;FED_GENPROK_ORGANIZATION_936
684;Прокуратура Олюторского района Камчатского края;Камчатский край;8 (415-44) 5-25-82;tilichiki@41.mailop.ru;688800, Камчатский край, Олюторский район, с. Тиличики, ул. Заречная, д. 12;30;383331450;FED_GENPROK_ORGANIZATION_684
2440;Прокуратура Ипатовского района Ставропольского края;Ставропольский край;8 (86542) 5-87-72;ipa@26.mailop.ru;356630, Ставроопльский край, город Ипатово, улица Ленина, 118;7;384805253;FED_GENPROK_ORGANIZATION_2440
668;Прокуратура Спас-Деменского района Калужской области;Калужская область;8 (484-55) 2-13-44;spasdemenskprok@40.mailop.ru;249610, Калужская область Спас-Деменский район г. Спас-Деменск, ул. Советская, 90;29;386421949;FED_GENPROK_ORGANIZATION_668
862;Прокуратура Калининского района Краснодарского края;Краснодарский край;8 (861) 632-18-99, доп. 0001;kalin@23.mailop.ru;353780, Краснодарский край, ст. Калининская, ул. Ленина, 126;3;383452867;FED_GENPROK_ORGANIZATION_862
891;Славянская межрайонная прокуратура Краснодарского края;Краснодарский край;8 (861) 464-05-25, доп. 0020;slav@23.mailop.ru;353560, Краснодарский край, г. Славянск-на-Кубани, ул. Ковтюха, д. 49;3;383484216;FED_GENPROK_ORGANIZATION_891
2145;Прокуратура Чертковского района Ростовской области;Ростовская область;8-86387-2-14-16;2548@61.mailop.ru;"346000, п. Чертково, пер. Пионерский, 2 ""а""";60;382359269;FED_GENPROK_ORGANIZATION_2145
653;Прокуратура Боровского района Калужской области;Калужская область;8 (484-38) 4-40-04;borovskprok@40.mailop.ru;249010, Калужская область Боровский район г. Боровск, ул.Ленина, 13;29;386419150;FED_GENPROK_ORGANIZATION_653
2066;Прокуратура Улуг-Хемского района Республики Тыва;Республика Тыва;8(394-36)2-11-43;ulug-hem@17.mailop.ru;668210, Республика Тыва, Улуг-Хемский кожуун, г. Шагонар, ул. Октябрьская, д. 5;93;384676255;FED_GENPROK_ORGANIZATION_2066
832;Прокуратура Сусанинского района Костромской области;Костромская область;8 49434 9-08-15;sus@44.mailop.ru;157080, Костромская область, пос. Сусанино, ул. Карла Маркса, д. 26а;34;386464633;FED_GENPROK_ORGANIZATION_832
2398;Прокуратура Ельнинского района Смоленской области;Смоленская область;8 (48146) 4-20-08;elnya@67.mailop.ru;216330, Смоленская область, г. Ельня, ул. Энгельса, д. 13;66;387849370;FED_GENPROK_ORGANIZATION_2398
596;Прокуратура Чунского района Иркутской области;Иркутская область;8 (395-67) 2-13-43;CHU@38.mailop.ru;665513 Иркутская область, п. Чунский, ул. Комарова, д. 11;25;383319664;FED_GENPROK_ORGANIZATION_596
604;Нальчикская транспортная прокуратура Южной транспортной прокуратуры;Южная транспортная прокуратура;8 (8662) 77-69-74;nalchik_prok@donpac.ru;360022, Кабардино-Балкарская Республика, г. Нальчик, ул. Осетинская, 132;83;385491467;FED_GENPROK_ORGANIZATION_604
843;Крымская межрайонная прокуратура Краснодарского края;Краснодарский край;8 (861) 312-11-02, доп. 0001;krymsk@23.mailop.ru;353380, Краснодарский край, г. Крымск, ул. Ленина, д. 221;3;383433125;FED_GENPROK_ORGANIZATION_843
2167;Прокуратура Пителинского района Рязанской области;Рязанская область;8 (49145) 6-43-00;pr100@62.mailop.ru;391630, Рязанская область, р.п. Пителино, ул. Красная, д.25;61;384729696;FED_GENPROK_ORGANIZATION_2167
2451;Прокуратура Петровского района Ставропольского края;Ставропольский край;8 (86547) 4-06-49;pet@26.mailop.ru;356530, Ставропольский край, город Светлоград, площадь 50 лет Октября, 5;7;384814676;FED_GENPROK_ORGANIZATION_2451
417;Прокуратура Юго-Западного административного округа города Москвы;Город Москва столица Российской Федерации город федерального значения;8 495 331 42 12;uzao@77.mailop.ru;117420, г. Москва, ул. Наметкина, д. 11, корп. 2;45;344891625;FED_GENPROK_ORGANIZATION_417
387;Люблинская межрайонная прокуратура города Москвы;Город Москва столица Российской Федерации город федерального значения;8 (495) 359-36-70;liub@77.mailop.ru;109559, г. Москва, ул. Ставропольская, д. 66;45;360240406;FED_GENPROK_ORGANIZATION_387
475;Восточно-Сибирская транспортная прокуратура (Аппарат г. Чита);Восточно - Сибирская транспортная прокуратура;8 (3952) 28-04-00;vstp05@vstproc.ru;672007, Забайкальский край, г. Чита, ул.Костюшко-Григоровича, д. 27;76;360073497;FED_GENPROK_ORGANIZATION_475
79;Благовещенская межрайонная природоохранная прокуратура Амурской бассейновой природоохранной прокуратуры;Амурская бассейновая природоохранная прокуратура;8 (4162) 52-52-44;blmpp_abpp@81.mailop.ru;675007, Амурская область, г. Благовещенск, ул. Артиллерийская, д.24;10;382472823;FED_GENPROK_ORGANIZATION_79
1240;Прокуратура Демянского района Новгородской области;Новгородская область;8 816 514 22 68;prok.dem@53.mailop.ru;175310, Новгородская область, пос. Демянск, ул. Комсомольская, д.4;49;344873428;FED_GENPROK_ORGANIZATION_1240
1272;Прокуратура г. Новосибирска Новосибирской области;Новосибирская область;8 (383) 243-50-18;novcity@54.mailop.ru;630005, Новосибирская область, г. Новосибирск, ул. Некрасова, д. 80;50;383922832;FED_GENPROK_ORGANIZATION_1272
1164;Прокуратура Мурманской области;Мурманская область;8 (8152) 47-25-93;INFO@51.mailop.ru;183030, Мурманская область, г. Мурманск, ул. Коммуны, д. 18а;47;360082792;FED_GENPROK_ORGANIZATION_1164
164;Валуйская межрайонная прокуратура Белгородской области;Белгородская область;8 (47 -236) 3-31-71;valuyki@31.mailop.ru;309996, Белгородская область, г. Валуйки, ул. 9 Января, д. 22;14;382992624;FED_GENPROK_ORGANIZATION_164
1095;Военная прокуратура Ракетных войск стратегического назначения;Военная прокуратура Ракетных войск стратегического назначения;8 (495) 598-72-26;;119160, пос. Власиха, ул.Заозерная, 41;46;359996910;FED_GENPROK_ORGANIZATION_1095
165;Валуйская прокуратура по надзору за соблюдением законов в исправительных учреждениях Белгородской области;Белгородская область;8 (47- 236) 3-07-40;spetspr@31.mailop.ru;309991, Белгородская область, г.Валуйки, ул. Д. Бедного, д. 11;14;382992725;FED_GENPROK_ORGANIZATION_165
353;Прокуратура Левобережного района г. Воронежа Воронежской области;Воронежская область;8(473) 249-57-77;prokuratura-vrn.lvb@36.mailop.ru;394004, г. Воронеж, ул. Ленинградская, д. 110;20;386100857;FED_GENPROK_ORGANIZATION_353
369;Прокуратура Хохольского района Воронежской области;Воронежская область;8(47371)4-15-97;prokuratura-hoholsky@36.mailop.ru;396840, р.п. Хохольский, ул. Школьная, д. 4;20;386105518;FED_GENPROK_ORGANIZATION_369
171;Прокуратура Волоконовского района Белгородской области;Белгородская область;8 (47–235) 5-10-54;volokonovka@31.mailop.ru;309650, Белгородская область, п. Волоконовка, ул. Комсомольская, д. 23;14;382994990;FED_GENPROK_ORGANIZATION_171
1314;Омская транспортная прокуратура Западно-Сибирской транспортной прокуратуры;Западно - Сибирская транспортная прокуратура;8 (381) 251-00-28;omsk.tp@790.mailop.ru;644024, Омская область, г. Омск, ул. Лермонтова, д.27;52;382598150;FED_GENPROK_ORGANIZATION_1314
27;Прокуратура Заринского района Алтайского края;Алтайский край;8 (838595) 22259;zarsel@22.mailop.ru;659106, Алтайский край, г.Заринск, ул. Комсомольская, 8;1;382737140;FED_GENPROK_ORGANIZATION_27
335;Поворинская межрайонная прокуратура Воронежской области;Воронежская область;8(47376)4-21-90;prokuratura-povorino@36.mailop.ru;397350, г. Поворино, ул. Крупской, д. 10;20;386078155;FED_GENPROK_ORGANIZATION_335
381;Зюзинская межрайонная прокуратура города Москвы;Город Москва столица Российской Федерации город федерального значения;8 499 124 00 66;ziuz@77.mailop.ru;117292, г. Москва, ул. Дмитрия Ульянова, д. 16, корп. 3;45;344893045;FED_GENPROK_ORGANIZATION_381
155;Прокуратура Лиманского района Астраханской области;Астраханская область;8 (85147)- 2-34-34;limanprok@30.mailop.ru;416410, Астраханская область, поселок Лиман, улица Ленина, дом 16;12;382945370;FED_GENPROK_ORGANIZATION_155
1101;Домодедовская городская прокуратура Московской области;Московская область;8 (496) 793-04-56;dom@50.mailop.ru;"142000, Московская область, г Домодедово, Каширское шоссе, д. 38 ""а""";46;382161091;FED_GENPROK_ORGANIZATION_1101
1167;Прокуратура Печенгского района Мурманской области;Мурманская область;8 (815-54) 5-03-47;PECH@51.mailop.ru;184420, Мурманская область, пос. Никель, пр. Гвардейский, д. 13;47;383721458;FED_GENPROK_ORGANIZATION_1167
762;Котельничская межрайонная прокуратура Кировской области;Кировская область;8 (83342) 4-13-54;kotel-kirov@43.mailop.ru;612601, Кировская область, г. Котельнич, ул. Луначарского, 87а;33;383340302;FED_GENPROK_ORGANIZATION_762
414;Прокуратура Троицкого и Новомосковского административных округов города Москвы;Город Москва столица Российской Федерации город федерального значения;8 (985) 292-40-12;tinao@77.mailop.ru;108811, г. Москва, г. Московский, п. Московский, мкр. 1-й, д. 23Д, стр. 1;45;397380070;FED_GENPROK_ORGANIZATION_414
845;Новороссийская транспортная прокуратура Южной транспортной прокуратуры;Южная транспортная прокуратура;8 (8617) 64-18-93;novoross_prok@donpac.ru;353900, Краснодарский край, г. Новороссийск, ул. Мира, 23;3;385493407;FED_GENPROK_ORGANIZATION_845
2052;Кызылская межрайонная прокуратура Республики Тыва;Республика Тыва;8(394-22)9-17-74;kmp@17.mailop.ru;667901, Республика Тыва, Кызылский кожуун, пгт. КааХем, ул. Таежная, д. 20;93;384669323;FED_GENPROK_ORGANIZATION_2052
2049;Татарская природоохранная межрайонная прокуратура;Республика Татарстан (Татарстан);8 (843) 221-30-44;tpkzn.prok@tatar.ru;420043, Республика Татарстан, город Казань, улица Чехова, 36;92;384668490;FED_GENPROK_ORGANIZATION_2049
903;Кежемская прокуратура по надзору за соблюдением законов в исправительных учреждениях;Красноярский край;8 (39143) 2-21-97;krpro159@24.mailop.ru;663491, г. Кодинск, пр. Ленинского Комсомола, д.18, пом. 147;4;386515261;FED_GENPROK_ORGANIZATION_903
798;Прокуратура Унинского района Кировской области;Кировская область;8 (83359) 2-25-16;uni-kirov@43.mailop.ru;612540, Кировская область, п. Уни, ул. Кирова,1а;33;383389260;FED_GENPROK_ORGANIZATION_798
747;Прокуратура Тяжинского района Кемеровской области - Кузбасса;Кемеровская область - Кузбасс;8 (384-49) 2-84-63;r.tjasin@42.mailop.ru;652410, Кемеровская область – Кузбасс, пгт. Тяжин, ул. Ленина, 5.;32;386442772;FED_GENPROK_ORGANIZATION_747
